Folio Vivienda,Folio Habitante,Fecha,Municipio,AGEB,Centralidad,¿Salió de su casa ayer?,¿Cuál es la razón por la que NO realizó algún viaje?,Viajes contados,Día de la semana que realizó los viajes:,Parentesco,Sexo de nacimiento,Género con el que se identifica:,Grupo de Edad,Edad,Estado civil,Escolaridad,Durante la semana pasada trabajó:,Ocupación:,Giro de la empresa donde trabaja:,¿Tiene alguna discapacidad?,¿Qué tipo de discapacidad?,¿Requiere acompañamiento en sus viajes?,¿Por qué razón requiere acompañamiento en sus viajes?,¿De quien recibe apoyo para realizar los viajes?,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | A PIE,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | CAMIÓN O AUTOBÚS,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | AUTOMÓVIL PARTICULAR,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | TREN LIGERO,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | MI MACRO,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | MOTOCICLETA,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi plataforma (Uber/Didi),¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 1 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 2 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Línea 3 Sitren,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Mototaxi,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte de personal,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Servicio suburbano,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte escolar,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte informal,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Transporte escolar particular,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Taxi colectivo,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Mi Bici,¿Qué medios de transporte utiliza para el fin de semana? (Registrar todos los que utiliza) | Bicicleta,¿Cuáles son los principales destinos de los viajes en fin de semana? | Trabajar,¿Cuáles son los principales destinos de los viajes en fin de semana? | Estudiar,¿Cuáles son los principales destinos de los viajes en fin de semana? | Compras (comida),"¿Cuáles son los principales destinos de los viajes en fin de semana? | Compras (bienes, productos y servicios)",¿Cuáles son los principales destinos de los viajes en fin de semana? | Visitar a alguien,¿Cuáles son los principales destinos de los viajes en fin de semana? | Deportes o recreación,¿Cuáles son los principales destinos de los viajes en fin de semana? | Llevar o recoger a alguien,¿Cuáles son los principales destinos de los viajes en fin de semana? | Hacer un trámite,¿Cuáles son los principales destinos de los viajes en fin de semana? | Al médico o atención de salud,¿Cuáles son los principales destinos de los viajes en fin de semana? | Pagar algún servicio o al banco,¿Cuáles son los principales destinos de los viajes en fin de semana? | Guardería,¿Cuáles son los principales destinos de los viajes en fin de semana? | Regresar a Casa,¿Cuáles son los principales destinos de los viajes en fin de semana? | Religión,Ponderador
16,3,26-Jan-23,Guadalajara,1403900014245,09,Sí,,3,Miércoles,Otro parentesco,Hombres,Hombres,18-34,22,Soltero,Carrera técnica con secundaria terminada,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
16,4,26-Jan-23,Guadalajara,1403900014245,09,No,Maternidad,0,,Otro parentesco,Mujeres,Mujeres,18-34,18,Soltero,Preparatoria o bachillerato,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
16,5,26-Jan-23,Guadalajara,1403900014245,09,No,Otros (especifique),0,,Otro parentesco,Hombres,Hombres,12-17,16,Soltero,Secundaria,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
16,6,26-Jan-23,Guadalajara,1403900014245,09,No,Otros (especifique),0,,Otro parentesco,Hombres,Hombres,12-17,13,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
16,7,26-Jan-23,Guadalajara,1403900014245,09,No,Otros (especifique),0,,Otro parentesco,Hombres,Hombres,6-11,6,Soltero,Ninguno,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
17,1,26-Jan-23,Guadalajara,1403900013209,09,Sí,,4,Miércoles,Cónyuge,Mujeres,Mujeres,35-54,41,Casado,Preparatoria o bachillerato,No trabajo,Hogar,,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,249
17,2,26-Jan-23,Guadalajara,1403900013209,09,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,35-54,41,Casado,Licenciatura o profesional,Tiempo completo,Empleado,Industria,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,249
17,3,26-Jan-23,Guadalajara,1403900013209,09,No,Otros (especifique),0,,Hijo,Hombres,Hombres,18-34,23,Soltero,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
17,4,26-Jan-23,Guadalajara,1403900013209,09,No,Maternidad,0,,Hijo,Mujeres,Mujeres,18-34,19,Soltero,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
18,1,26-Jan-23,Guadalajara,140390001418A,09,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,35-54,50,Casado,Preparatoria o bachillerato,Tiempo completo,Empleado,Industria,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,249
18,2,26-Jan-23,Guadalajara,140390001418A,09,Sí,,4,Miércoles,Cónyuge,Mujeres,Mujeres,35-54,46,Casado,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,249
18,3,26-Jan-23,Guadalajara,140390001418A,09,Sí,,2,Miércoles,Hijo,Hombres,Hombres,6-11,7,Soltero,Kinder,Es estudiante,Estudiante,,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,249
18,4,26-Jan-23,Guadalajara,140390001418A,09,No,Otros (especifique),0,,Hijo,Hombres,Hombres,6-11,11,Soltero,Ninguno,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
18,5,26-Jan-23,Guadalajara,140390001418A,09,No,Otros (especifique),0,,Hijo,Mujeres,Mujeres,6-11,11,Soltero,Ninguno,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
18,6,26-Jan-23,Guadalajara,140390001418A,09,Sí,,4,Jueves,Hijo,Mujeres,Mujeres,12-17,17,Soltero,Preparatoria o bachillerato,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,249
19,1,26-Jan-23,Guadalajara,1403900015012,09,Sí,,2,Viernes,Jefe del hogar,Mujeres,Mujeres,35-54,54,Casado,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,249
19,2,26-Jan-23,Guadalajara,1403900015012,09,Sí,,4,Miércoles,Hijo,Hombres,Hombres,18-34,32,Casado,Preparatoria o bachillerato,Tiempo completo,Empleado,Comercio,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,249
19,3,26-Jan-23,Guadalajara,1403900015012,09,Sí,,2,Miércoles,Otro parentesco,Mujeres,Mujeres,18-34,31,Casado,Carrera técnica con secundaria terminada,Tiempo completo,Empleado,Servicio,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,249
19,4,26-Jan-23,Guadalajara,1403900015012,09,No,Otros (especifique),0,,Nieto,Mujeres,Mujeres,6-11,10,Soltero,Ninguno,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
20,1,26-Jan-23,Guadalajara,1403900015012,09,No,Maternidad,0,,Jefe del hogar,Mujeres,Mujeres,18-34,31,Casado,Preparatoria o bachillerato,No trabajo,Empleado,Industria,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
21,1,26-Jan-23,Guadalajara,1403900010825,09,Sí,,2,Martes,Jefe del hogar,Hombres,Hombres,55 y +,74,Casado,Maestría o doctorado,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,249
21,2,26-Jan-23,Guadalajara,1403900010825,09,Sí,,2,Martes,Cónyuge,Mujeres,Mujeres,55 y +,67,Casado,Secundaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,249
21,3,26-Jan-23,Guadalajara,1403900010825,09,No,Maternidad,0,,Nieto,Mujeres,Mujeres,18-34,22,Soltero,Licenciatura o profesional,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
21,4,26-Jan-23,Guadalajara,1403900010825,09,No,Otros (especifique),0,,Sin parentesco,Mujeres,Mujeres,6-11,7,Soltero,Ninguno,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
21,5,26-Jan-23,Guadalajara,1403900010825,09,Sí,,4,Lunes,Jefe del hogar,Mujeres,Hombres,55 y +,57,Casado,Primaria,Es jubilado o pensionado,Trabajador independiente,Comercio,No,,,,,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,249
22,1,26-Jan-23,Guadalajara,140390001083A,09,Sí,,5,Miércoles,Jefe del hogar,Mujeres,Mujeres,35-54,52,Casado,Licenciatura o profesional,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,Sí,Sí,No,Sí,No,249
22,2,26-Jan-23,Guadalajara,140390001083A,09,Sí,,2,Miércoles,Cónyuge,Hombres,Hombres,35-54,35,Casado,Licenciatura o profesional,Tiempo completo,Empleado,Industria,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,249
22,3,26-Jan-23,Guadalajara,140390001083A,09,Sí,,2,Miércoles,Hijo,Hombres,Hombres,18-34,33,Soltero,Licenciatura o profesional,Tiempo completo,Empleado,Servicio,No,,,,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,No,Sí,No,249
22,4,26-Jan-23,Guadalajara,140390001083A,09,Sí,,2,Miércoles,Hijo,Hombres,Hombres,18-34,23,Soltero,Preparatoria o bachillerato,Es estudiante,Estudiante,,No,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,249
23,1,26-Jan-23,Guadalajara,140390001083A,09,No,Otros (especifique),0,,Jefe del hogar,Mujeres,Mujeres,55 y +,55,Casado,Licenciatura o profesional,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
23,2,26-Jan-23,Guadalajara,140390001083A,09,No,Otros (especifique),0,,Cónyuge,Hombres,Hombres,55 y +,55,Casado,Licenciatura o profesional,Tiempo completo,Empleado,Servicio,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
23,3,26-Jan-23,Guadalajara,140390001083A,09,No,Otros (especifique),0,,Hijo,Hombres,Hombres,18-34,33,Soltero,Licenciatura o profesional,Tiempo completo,Empleado,Servicio,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
23,4,26-Jan-23,Guadalajara,140390001083A,09,No,Otros (especifique),0,,Hijo,Hombres,Hombres,18-34,23,Soltero,Licenciatura o profesional,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
23,5,26-Jan-23,Guadalajara,140390001083A,09,No,Otros (especifique),0,,Hijo,Hombres,Hombres,12-17,16,Soltero,Preparatoria o bachillerato,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
24,1,26-Jan-23,Guadalajara,140390001418A,09,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,55 y +,73,Casado,Preparatoria o bachillerato,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,249
24,2,26-Jan-23,Guadalajara,140390001418A,09,Sí,,2,Miércoles,Cónyuge,Mujeres,Mujeres,55 y +,71,Casado,Secundaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,249
24,3,26-Jan-23,Guadalajara,140390001418A,09,Sí,,2,Miércoles,Hijo,Hombres,Hombres,35-54,45,Soltero,Secundaria,Tiempo completo,Trabajador independiente,Servicio,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,249
25,1,26-Jan-23,Guadalajara,1403900010859,09,Sí,,2,Miércoles,Hijo,Mujeres,Mujeres,35-54,36,Casado,Preparatoria o bachillerato,Tiempo completo,Trabajador del campo,Industria,No,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,249
25,2,26-Jan-23,Guadalajara,1403900010859,09,Sí,,2,Miércoles,Jefe del hogar,Mujeres,Mujeres,55 y +,58,Viudo,Primaria,Tiempo completo,Trabajador independiente,Comercio,No,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,249
25,3,26-Jan-23,Guadalajara,1403900010859,09,Sí,,2,Miércoles,Hijo,Hombres,Hombres,18-34,32,Unión libre,Secundaria,Tiempo completo,Empleado,Comercio,No,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,249
25,4,26-Jan-23,Guadalajara,1403900010859,09,Sí,,2,Miércoles,Otro parentesco,Hombres,Hombres,18-34,32,Casado,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,249
25,5,26-Jan-23,Guadalajara,1403900010859,09,Sí,,2,Miércoles,Otro parentesco,Mujeres,Mujeres,18-34,25,Unión libre,Secundaria,Tiempo completo,Empleado,Comercio,No,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,249
25,6,26-Jan-23,Guadalajara,1403900010859,09,Sí,,4,Miércoles,Nieto,Mujeres,Mujeres,6-11,7,Soltero,Primaria,Es estudiante,Estudiante,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,249
25,7,26-Jan-23,Guadalajara,1403900010859,09,Sí,,2,Jueves,Hijo,Hombres,Hombres,18-34,23,Unión libre,Secundaria,Tiempo completo,Empleado,Comercio,No,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,249
26,1,26-Jan-23,Guadalajara,1403900014245,09,Sí,,2,Miércoles,Cónyuge,Mujeres,Mujeres,55 y +,58,Casado,Preparatoria o bachillerato,Medio tiempo,Trabajador independiente,Servicio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,249
26,2,26-Jan-23,Guadalajara,1403900014245,09,Sí,,2,Miércoles,Jefe del hogar,Hombres,Hombres,35-54,39,Casado,Licenciatura o profesional,Medio tiempo,Trabajador independiente,Servicio,No,,,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,249
26,3,26-Jan-23,Guadalajara,1403900014245,09,Sí,,2,Miércoles,Hijo,Hombres,Hombres,12-17,13,Soltero,Preparatoria o bachillerato,No trabajo,Estudiante,,,,,,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,249
27,1,26-Jan-23,Guadalajara,140390001418A,09,No,Por problemas permanentes de salud,0,,Jefe del hogar,Hombres,Hombres,55 y +,71,Casado,Secundaria,Es jubilado o pensionado,Jubilado o pensionado,,Sí,Física o motora,No,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,249
27,2,26-Jan-23,Guadalajara,140390001418A,09,No,Por problemas permanentes de salud,0,,Cónyuge,Mujeres,Mujeres,55 y +,69,Casado,Maestría o doctorado,Es jubilado o pensionado,Jubilado o pensionado,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,249
27,3,13-Feb-23,Guadalajara,140390001418A,09,Sí,,5,Lunes,Cónyuge,Mujeres,Mujeres,55 y +,59,Casado,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,249
28,1,26-Jan-23,Guadalajara,140390001083A,09,Sí,,4,Miércoles,Jefe del hogar,Mujeres,Mujeres,35-54,49,Casado,Licenciatura o profesional,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,No,249
28,2,26-Jan-23,Guadalajara,140390001083A,09,Sí,,2,Miércoles,Cónyuge,Hombres,Hombres,35-54,45,Casado,Licenciatura o profesional,Tiempo completo,Empleado,Industria,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,249
28,3,26-Jan-23,Guadalajara,140390001083A,09,Sí,,5,Miércoles,Hijo,Hombres,Hombres,18-34,33,Soltero,Licenciatura o profesional,Tiempo completo,Empleado,Industria,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
28,4,26-Jan-23,Guadalajara,140390001083A,09,No,Otros (especifique),0,,Hijo,Hombres,Hombres,18-34,23,Soltero,Preparatoria o bachillerato,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
28,5,26-Jan-23,Guadalajara,140390001083A,09,No,Otros (especifique),0,,Hijo,Hombres,Hombres,12-17,16,Soltero,Preparatoria o bachillerato,Es estudiante,Estudiante,,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,249
28,6,13-Feb-23,Guadalajara,140390001083A,09,Sí,,2,Jueves,Hijo,Hombres,Hombres,35-54,48,Soltero,Preparatoria o bachillerato,Tiempo completo,Empleado,Industria,No,,,,,Sí,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,249
29,1,26-Jan-23,Guadalajara,1403900013209,09,Sí,,6,Miércoles,Jefe del hogar,Hombres,Hombres,35-54,54,Casado,Licenciatura o profesional,Tiempo completo,Patrón o empresario,Comercio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,249
29,2,26-Jan-23,Guadalajara,1403900013209,09,Sí,,2,Miércoles,Cónyuge,Mujeres,Mujeres,35-54,52,Casado,Licenciatura o profesional,No trabajo,Hogar,,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,249
29,3,26-Jan-23,Guadalajara,1403900013209,09,Sí,,4,Miércoles,Hijo,Hombres,Hombres,18-34,27,Soltero,Licenciatura o profesional,Tiempo completo,Empleado,Comercio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,249
29,4,26-Jan-23,Guadalajara,1403900013209,09,Sí,,2,Miércoles,Hijo,Hombres,Hombres,18-34,24,Soltero,Carrera técnica con preparatoria terminada,Tiempo completo,Empleado,Comercio,No,,,,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,249
29,5,13-Feb-23,Guadalajara,1403900013209,09,Sí,,2,Lunes,Hijo,Hombres,Hombres,35-54,54,Casado,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,249
30,1,26-Jan-23,Guadalajara,1403900014245,09,Sí,,4,Miércoles,Jefe del hogar,Hombres,Hombres,18-34,26,Soltero,Preparatoria o bachillerato,Tiempo completo,Empleado,Industria,No,,,,,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,249
31,1,26-Jan-23,Guadalajara,1403900010859,09,Sí,,4,Lunes,Jefe del hogar,Mujeres,Mujeres,55 y +,77,Viudo,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,Sí,Física o motora,No,,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,Sí,No,249
31,2,26-Jan-23,Guadalajara,1403900010859,09,Sí,,3,Miércoles,Hijo,Mujeres,Mujeres,35-54,47,Soltero,Preparatoria o bachillerato,Tiempo completo,Empleado,Educación,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,249
31,3,26-Jan-23,Guadalajara,1403900010859,09,Sí,,2,Miércoles,Nieto,Hombres,Hombres,18-34,22,Soltero,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,249
31,4,26-Jan-23,Guadalajara,1403900010859,09,Sí,,4,Miércoles,Nieto,Hombres,Hombres,35-54,45,Casado,Secundaria,Tiempo completo,Empleado,Industria,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,249
31,5,26-Jan-23,Guadalajara,1403900010859,09,No,Actividades pendientes en casa,0,,Nieto,Mujeres,Mujeres,18-34,27,Casado,Secundaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijos,Hogar,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,249
31,6,26-Jan-23,Guadalajara,1403900010859,09,Sí,,4,Miércoles,Nieto,Hombres,Hombres,12-17,17,Soltero,Preparatoria o bachillerato,No trabajo,Estudiante,,No,,,,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,249
