Folio Vivienda,Fecha,Municipio,AGEB,Centralidad,"En su opinión, ¿Cuál es el principal problema de movilidad en sus traslados en la zona donde vive?","Y con respecto al TRANSPORTE PÚBLICO, ¿Cuál considera que es el principal problema de la zona donde vive?","Incluyéndolo, ¿cuántas personas viven permanentemente en su vivienda contando a los bebés y personas adultas mayores?",Esta casa es?,¿Ingresos mensuales de todas las personas que habitan en la vivienda y aportan gastos al hogar?,¿Cuántos ... tienen en esta vivienda? | Vehículos (autos o camionetas),¿Cuántos ... tienen en esta vivienda? | Motocicletas o motonetas,¿Cuántos ... tienen en esta vivienda? | Bicicletas,¿Dónde estacionan los vehículos?,Persona del hogar que fue el informante principal,¿En su vivienda tienen acceso a internet?,"En su hogar, ¿Estarían dispuestos a participar en este mismo tipo de estudio en el futuro?",Ponderador
312,27-Jan-23,Guadalajara,1403900012431,06A,Vialidades insuficientes,Falta de información de rutas,7,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,Sí,48
313,27-Jan-23,Guadalajara,1403900012592,06A,Pavimento deteriorado,La falta de comodidad de las unidades del transporte,4,Propia,"$7,001 y $10,000",0,0,1,,Cónyuge,Sí,Sí,48
316,27-Jan-23,Guadalajara,1403900012569,06A,Congestionamiento,Poca frecuencia de paso en la noche,1,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,No,Sí,48
317,27-Jan-23,Guadalajara,1403900013711,06A,Vialidades insuficientes,Falta de cubiertas para espera en las paradas,4,Propia,"$10,001 y $15,000",0,0,1,,Jefe del hogar,Sí,No,48
323,27-Jan-23,Guadalajara,1403900012592,06A,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,"$15,001 y $25,000",0,0,1,,Cónyuge,Sí,Sí,48
324,27-Jan-23,Guadalajara,1403900012446,06A,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,2,Rentada,"$7,001 y $10,000",0,0,1,,Jefe del hogar,Sí,Sí,48
326,27-Jan-23,Guadalajara,1403900012569,06A,Congestionamiento,Falta de cubiertas para espera en las paradas,4,Propia,"$10,001 y $15,000",0,0,0,,Otro parentesco,No,Sí,48
327,27-Jan-23,Guadalajara,1403900012431,06A,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Prestada,No quiso responder,0,0,0,,,Sí,No,48
331,27-Jan-23,Guadalajara,1403900013694,06A,Falta de estacionamiento,Poca frecuencia de paso en la noche,2,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,Sí,48
332,27-Jan-23,Guadalajara,1403900013726,06A,Falta de señalamientos,El sobrecupo de personas en las unidades del transporte,3,Propia,"$10,001 y $15,000",0,0,0,,Cónyuge,Sí,No,48
333,27-Jan-23,Guadalajara,1403900012569,06A,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,3,Rentada,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,Sí,48
336,27-Jan-23,Guadalajara,1403900012569,06A,Congestionamiento,Falta de información de rutas,3,Prestada,"$7,001 y $10,000",0,0,0,,Jefe del hogar,No,Sí,48
337,27-Jan-23,Guadalajara,1403900013726,06A,Falta de señalamientos,El sobrecupo de personas en las unidades del transporte,3,Prestada,No quiso responder,0,0,0,,,Sí,No,48
343,27-Jan-23,Guadalajara,1403900012592,06A,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Rentada,"$7,001 y $10,000",0,0,0,,Cónyuge,No,No,48
344,27-Jan-23,Guadalajara,1403900013694,06A,Congestionamiento,El tiempo de duración de viaje,5,Propia,"$15,001 y $25,000",0,0,1,,Cónyuge,Sí,No,48
345,27-Jan-23,Guadalajara,1403900012431,06A,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,0,0,0,,,Sí,No,48
346,27-Jan-23,Guadalajara,1403900012713,06A,Falta de estacionamiento,El costo del viaje,6,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,Sí,No,48
353,27-Jan-23,Guadalajara,1403900012569,06A,Congestionamiento,Poca frecuencia de paso en el día,2,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,No,Sí,48
354,27-Jan-23,Guadalajara,1403900012569,06A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,1,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,No,48
357,27-Jan-23,Guadalajara,1403900012592,06A,Calles inundadas,Poca frecuencia de paso en el día,7,Propia,"$10,001 y $15,000",0,0,2,,Jefe del hogar,Sí,Sí,48
358,27-Jan-23,Guadalajara,1403900013711,06A,Congestionamiento,Conducción del/ de la chofer,4,Rentada,"$7,001 y $10,000",0,0,0,,Cónyuge,Sí,No,48
363,27-Jan-23,Guadalajara,1403900015332,06A,Pavimento deteriorado,Conducción del/ de la chofer,5,Rentada,"$7,001 y $10,000",0,0,0,,Cónyuge,No,Sí,48
364,27-Jan-23,Guadalajara,1403900012569,06A,Insuficiente transporte público,La falta de comodidad de las unidades del transporte,1,Prestada,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,Sí,48
365,27-Jan-23,Guadalajara,1403900015347,06A,Congestionamiento,Poca frecuencia de paso en la noche,1,Propia,"$7,001 y $10,000",0,0,0,,Hijo,Sí,No,48
367,27-Jan-23,Guadalajara,140390001350A,06A,Congestionamiento,Falta de información de rutas,4,Propia,"Más de $25,001",0,0,0,,Cónyuge,Sí,No,48
369,27-Jan-23,Guadalajara,1403900015347,06A,Congestionamiento,Falta de información de rutas,1,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,Sí,48
373,27-Jan-23,Guadalajara,1403900012569,06A,Falta de estacionamiento,El costo del viaje,4,Rentada,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,Sí,48
375,27-Jan-23,Guadalajara,1403900013711,06A,Vialidades insuficientes,Poca frecuencia de paso en el día,3,Propia,"$15,001 y $25,000",0,1,0,,Jefe del hogar,Sí,No,48
376,27-Jan-23,Guadalajara,1403900015347,06A,Vialidades insuficientes,Poca frecuencia de paso en la noche,3,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,48
383,27-Jan-23,Guadalajara,1403900012569,06A,Tiempos excesivos de traslado,El costo del viaje,2,Prestada,No quiso responder,0,0,0,,,Sí,No,48
384,27-Jan-23,Guadalajara,1403900015347,06A,Tiempos excesivos de traslado,La distancia a las paradas,5,Propia,"$7,001 y $10,000",0,1,1,,Hijo,Sí,Sí,48
385,27-Jan-23,Guadalajara,140390001350A,06A,Calles inundadas,La distancia a las paradas,2,Propia,"$15,001 y $25,000",0,0,0,,Jefe del hogar,Sí,No,48
386,27-Jan-23,Guadalajara,1403900015332,06A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,7,Propia,No quiso responder,0,1,0,,Otro parentesco,Sí,Sí,48
388,27-Jan-23,Guadalajara,1403900012431,06A,Calles inundadas,El sobrecupo de personas en las unidades del transporte,2,Propia,"$1,501 y $3,000",0,0,0,,Jefe del hogar,No,No,48
402,27-Jan-23,Guadalajara,1403900015347,06A,Falta de cruces peatonales,Conducción del/ de la chofer,1,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,48
403,27-Jan-23,Guadalajara,1403900012588,06A,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Propia,"$15,001 y $25,000",0,0,0,,Hijo,Sí,No,48
407,27-Jan-23,Guadalajara,1403900012713,06A,Insuficiente transporte público,El costo del viaje,3,Rentada,"$10,001 y $15,000",0,0,0,,Hijo,Sí,No,48
414,27-Jan-23,Guadalajara,1403900012427,06A,Congestionamiento,El tiempo de duración de viaje,2,Prestada,No quiso responder,0,0,0,,,Sí,No,48
417,27-Jan-23,Guadalajara,1403900014033,06A,Falta de cruces peatonales,Conducción del/ de la chofer,2,Propia,No quiso responder,0,0,0,,Cónyuge,Sí,No,48
418,27-Jan-23,Guadalajara,1403900012713,06A,Insuficiente transporte público,Poca frecuencia de paso en el día,2,Rentada,"$15,001 y $25,000",0,0,1,,Jefe del hogar,Sí,Sí,48
419,27-Jan-23,Guadalajara,1403900012713,06A,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,4,Propia,"$7,001 y $10,000",0,1,1,,Hijo,Sí,No,48
420,27-Jan-23,Guadalajara,1403900013694,06A,Tiempos excesivos de traslado,Trato del/de la chofer,1,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,No,48
421,27-Jan-23,Guadalajara,1403900012592,06A,Insuficiente transporte público,Poca frecuencia de paso en el día,8,Propia,"$15,001 y $25,000",0,0,1,,Hijo,Sí,No,48
423,27-Jan-23,Guadalajara,1403900015347,06A,Vialidades insuficientes,Poca frecuencia de paso en la noche,3,Rentada,No quiso responder,0,0,0,,,Sí,No,48
425,27-Jan-23,Guadalajara,140390001350A,06A,Falta de cruces peatonales,El sobrecupo de personas en las unidades del transporte,2,Prestada,No quiso responder,0,0,0,,,Sí,No,48
426,27-Jan-23,Guadalajara,140390001350A,06A,Falta de cruces peatonales,La falta de comodidad de las unidades del transporte,2,Propia,"$1,501 y $3,000",0,0,0,,Jefe del hogar,No,No,48
427,27-Jan-23,Guadalajara,140390001350A,06A,Falta de cruces peatonales,El sobrecupo de personas en las unidades del transporte,2,Prestada,"$10,001 y $15,000",0,0,0,,Jefe del hogar,No,No,48
428,27-Jan-23,Guadalajara,1403900012588,06A,Congestionamiento,Poca frecuencia de paso en el día,3,Hipotecada,No quiso responder,0,0,0,,,No,No,48
436,27-Jan-23,Guadalajara,1403900012569,06A,Pavimento deteriorado,Poca frecuencia de paso en el día,1,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,No,48
442,27-Jan-23,Guadalajara,1403900012569,06A,Vialidades insuficientes,Poca frecuencia de paso en la noche,3,Propia,"$7,001 y $10,000",0,0,0,,Cónyuge,Sí,No,48
443,27-Jan-23,Guadalajara,1403900012588,06A,Insuficiente transporte público,La distancia a las paradas,2,Hipotecada,No quiso responder,0,0,0,,,No,No,48
451,27-Jan-23,Guadalajara,1403900012588,06A,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,"$15,001 y $25,000",0,0,0,,Jefe del hogar,Sí,No,48
453,27-Jan-23,Guadalajara,1403900013711,06A,Vialidades insuficientes,Poca frecuencia de paso en el día,4,Propia,"$7,001 y $10,000",0,0,1,,Jefe del hogar,Sí,No,48
458,27-Jan-23,Guadalajara,1403900015347,06A,Congestionamiento,Poca frecuencia de paso en la noche,4,Rentada,"Más de $25,001",0,0,0,,Jefe del hogar,No,No,48
461,27-Jan-23,Guadalajara,1403900015347,06A,Vialidades insuficientes,El tiempo de duración de viaje,5,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,Sí,48
462,27-Jan-23,Guadalajara,1403900015347,06A,Falta de cruces peatonales,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,0,0,0,,,Sí,No,48
464,27-Jan-23,Guadalajara,1403900015347,06A,Tiempos excesivos de traslado,La falta de comodidad de las unidades del transporte,3,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,Sí,48
467,27-Jan-23,Guadalajara,1403900015347,06A,Falta de señalamientos,Poca frecuencia de paso en la noche,3,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,Sí,48
471,27-Jan-23,Guadalajara,1403900015347,06A,Congestionamiento,Falta de información de rutas,4,Rentada,"$3,001 y $7,000",0,0,2,,Jefe del hogar,Sí,Sí,48
472,27-Jan-23,Guadalajara,1403900012713,06A,Tiempos excesivos de traslado,El costo del viaje,5,Propia,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,No,48
473,27-Jan-23,Guadalajara,1403900015347,06A,Falta de estacionamiento,Poca frecuencia de paso en la noche,4,Rentada,No quiso responder,0,0,0,,,Sí,No,48
476,27-Jan-23,Guadalajara,1403900015347,06A,Congestionamiento,El tiempo de duración de viaje,2,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,No,48
477,27-Jan-23,Guadalajara,1403900012427,06A,Congestionamiento,El tiempo de duración de viaje,2,Rentada,"$7,001 y $10,000",0,0,0,,Cónyuge,Sí,No,48
478,27-Jan-23,Guadalajara,1403900015347,06A,Falta de estacionamiento,Poca frecuencia de paso en la noche,4,Propia,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,Sí,48
484,25-Jan-23,Guadalajara,1403900011880,70A,Congestionamiento,Poca frecuencia de paso en el día,5,Prestada,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,No,111
485,25-Jan-23,Guadalajara,1403900011880,70A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,3,Propia,"$7,001 y $10,000",0,1,0,,Cónyuge,Sí,No,111
487,25-Jan-23,Guadalajara,1403900011880,70A,Falta de estacionamiento,Falta de información de rutas,4,Rentada,No quiso responder,0,0,0,,,Sí,No,111
488,25-Jan-23,Guadalajara,1403900011880,70A,Pavimento deteriorado,El tiempo de duración de viaje,4,Rentada,"$15,001 y $25,000",0,0,2,,Jefe del hogar,Sí,No,111
490,25-Jan-23,Guadalajara,1403900011880,70A,Falta de estacionamiento,La distancia a las paradas,2,Rentada,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,No,111
492,25-Jan-23,Guadalajara,1403900011170,70A,Congestionamiento,El costo del viaje,4,Propia,"$7,001 y $10,000",0,0,2,,Jefe del hogar,No,No,111
496,25-Jan-23,Guadalajara,1403900011170,70A,Falta de cruces peatonales,La distancia a las paradas,6,Rentada,"$10,001 y $15,000",0,0,4 o más,,Jefe del hogar,No,Sí,111
500,25-Jan-23,Guadalajara,1403900011382,70A,Congestionamiento,Falta de información de rutas,4,Prestada,"$10,001 y $15,000",0,0,0,,Jefe del hogar,No,No,111
501,25-Jan-23,Guadalajara,1403900011382,70A,Pavimento deteriorado,El tiempo de duración de viaje,6,Prestada,"$3,001 y $7,000",0,0,3,,Jefe del hogar,Sí,No,111
502,25-Jan-23,Guadalajara,1403900011382,70A,Congestionamiento,Falta de información de rutas,5,Rentada,No quiso responder,0,0,0,,,Sí,No,111
504,25-Jan-23,Guadalajara,1403900011382,70A,Congestionamiento,Falta de información de rutas,2,Rentada,"$10,001 y $15,000",0,0,0,,Otro parentesco,Sí,Sí,111
505,25-Jan-23,Guadalajara,1403900011382,70A,Falta de estacionamiento,Falta de información de rutas,2,Rentada,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,No,111
506,25-Jan-23,Guadalajara,1403900011382,70A,Pavimento deteriorado,Falta de cubiertas para espera en las paradas,4,Propia,"$10,001 y $15,000",0,0,0,,Hijo,Sí,Sí,111
507,25-Jan-23,Guadalajara,1403900011382,70A,Falta de señalamientos,Falta de cubiertas para espera en las paradas,3,Prestada,"$7,001 y $10,000",0,0,3,,Cónyuge,Sí,No,111
508,25-Jan-23,Guadalajara,1403900011382,70A,Congestionamiento,Falta de información de rutas,3,Propia,"$10,001 y $15,000",0,0,2,,Jefe del hogar,Sí,Sí,111
509,25-Jan-23,Guadalajara,1403900013853,70A,Falta de ciclovías,El sobrecupo de personas en las unidades del transporte,3,Hipotecada,No quiso responder,0,0,0,,,No,No,111
511,25-Jan-23,Guadalajara,1403900013853,70A,Pavimento deteriorado,El tiempo de duración de viaje,4,Prestada,No quiso responder,0,0,0,,,Sí,No,111
515,25-Jan-23,Guadalajara,1403900013853,70A,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,5,Rentada,"$15,001 y $25,000",0,0,0,,Otro parentesco,No,Sí,111
517,25-Jan-23,Guadalajara,1403900013853,70A,Calles inundadas,Trato del/de la chofer,6,Propia,No quiso responder,0,0,0,,Otro parentesco,Sí,No,111
522,25-Jan-23,Guadalajara,1403900013834,70A,Falta de señalamientos,El sobrecupo de personas en las unidades del transporte,4,Prestada,"$7,001 y $10,000",0,0,0,,Otro parentesco,No,No,111
523,25-Jan-23,Guadalajara,1403900013834,70A,Calles inundadas,Conducción del/ de la chofer,1,Rentada,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,Sí,111
524,25-Jan-23,Guadalajara,1403900013834,70A,Pavimento deteriorado,El costo del viaje,5,Prestada,No quiso responder,0,0,0,,,Sí,No,111
526,25-Jan-23,Guadalajara,1403900011414,70A,Insuficiente transporte público,Poca frecuencia de paso en la noche,6,Prestada,No quiso responder,0,0,0,,,Sí,No,111
527,25-Jan-23,Guadalajara,1403900011414,70A,Tiempos excesivos de traslado,El tiempo de duración de viaje,5,Hipotecada,No quiso responder,0,0,0,,,No,No,111
528,25-Jan-23,Guadalajara,1403900011414,70A,Falta de ciclovías,El costo del viaje,1,Rentada,"Hasta $1,500",0,0,0,,Jefe del hogar,No,Sí,111
529,25-Jan-23,Guadalajara,1403900011414,70A,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,4,Hipotecada,No quiso responder,0,0,0,,,No,No,111
530,25-Jan-23,Guadalajara,1403900011414,70A,Falta de cruces peatonales,Falta de información de rutas,1,Rentada,"Hasta $1,500",0,0,0,,Jefe del hogar,No,No,111
531,25-Jan-23,Guadalajara,1403900011414,70A,Pavimento deteriorado,El costo del viaje,6,Rentada,No quiso responder,0,0,0,,,Sí,No,111
533,25-Jan-23,Guadalajara,1403900011414,70A,Insuficiente transporte público,Poca frecuencia de paso en el día,5,Propia,"$7,001 y $10,000",0,0,2,,Jefe del hogar,Sí,Sí,111
534,25-Jan-23,Guadalajara,1403900011414,70A,Pavimento deteriorado,Poca frecuencia de paso en el día,4,Prestada,No quiso responder,0,0,0,,,Sí,No,111
536,25-Jan-23,Guadalajara,1403900010774,70A,Insuficiente transporte público,El costo del viaje,3,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,Sí,111
542,25-Jan-23,Guadalajara,1403900010774,70A,Tiempos excesivos de traslado,La distancia a las paradas,1,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,Sí,111
543,25-Jan-23,Guadalajara,1403900010774,70A,Insuficiente transporte público,Poca frecuencia de paso en el día,1,Propia,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,No,111
544,25-Jan-23,Guadalajara,1403900011965,70A,Congestionamiento,Poca frecuencia de paso en la noche,2,Rentada,No quiso responder,0,1,0,,Cónyuge,Sí,No,111
545,25-Jan-23,Guadalajara,1403900011965,70A,Falta de estacionamiento,Falta de información de rutas,3,Prestada,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,No,111
546,25-Jan-23,Guadalajara,1403900011965,70A,Vialidades insuficientes,Falta de cubiertas para espera en las paradas,5,Rentada,No quiso responder,0,1,0,,Cónyuge,Sí,No,111
547,25-Jan-23,Guadalajara,1403900011965,70A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,4,Hipotecada,No quiso responder,0,0,0,,,No,No,111
551,25-Jan-23,Guadalajara,1403900011965,70A,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,3,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,111
552,25-Jan-23,Guadalajara,1403900011645,70A,Vialidades insuficientes,Poca frecuencia de paso en el día,1,Rentada,"$3,001 y $7,000",0,0,0,,Jefe del hogar,No,No,111
553,25-Jan-23,Guadalajara,1403900011645,70A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,5,Hipotecada,No quiso responder,0,0,0,,,No,No,111
554,25-Jan-23,Guadalajara,1403900011645,70A,Pavimento deteriorado,Poca frecuencia de paso en la noche,4,Rentada,No quiso responder,0,0,0,,,Sí,No,111
555,25-Jan-23,Guadalajara,1403900011645,70A,Congestionamiento,La falta de comodidad de las unidades del transporte,5,Rentada,No quiso responder,0,0,0,,,Sí,No,111
557,25-Jan-23,Guadalajara,1403900011645,70A,Pavimento deteriorado,La falta de comodidad de las unidades del transporte,4,Propia,"$15,001 y $25,000",0,0,0,,Jefe del hogar,Sí,No,111
559,25-Jan-23,Guadalajara,1403900011645,70A,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,3,Rentada,"$3,001 y $7,000",0,0,2,,Cónyuge,No,Sí,111
560,25-Jan-23,Guadalajara,1403900011645,70A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,5,Rentada,"$10,001 y $15,000",0,0,2,,Hijo,Sí,No,111
563,25-Jan-23,Guadalajara,1403900010435,70A,Tiempos excesivos de traslado,Poca frecuencia de paso en el día,5,Rentada,No quiso responder,0,0,0,,,Sí,No,111
564,25-Jan-23,Guadalajara,1403900010435,70A,Pavimento deteriorado,El costo del viaje,4,Propia,"$10,001 y $15,000",0,1,1,,Cónyuge,Sí,Sí,111
566,25-Jan-23,Guadalajara,1403900010435,70A,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,6,Propia,"$10,001 y $15,000",0,0,2,,Cónyuge,Sí,Sí,111
574,25-Jan-23,Guadalajara,1403900011185,70A,Vialidades insuficientes,Falta de información de rutas,3,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,111
576,25-Jan-23,Guadalajara,1403900011185,70A,Vialidades insuficientes,Falta de información de rutas,4,Propia,No quiso responder,0,0,0,,Jefe del hogar,Sí,No,111
577,25-Jan-23,Guadalajara,1403900011185,70A,Vialidades insuficientes,Conducción del/ de la chofer,5,Propia,"$15,001 y $25,000",0,0,0,,Cónyuge,Sí,No,111
580,25-Jan-23,Guadalajara,1403900010435,70A,Tiempos excesivos de traslado,Poca frecuencia de paso en la noche,3,Otros,No quiso responder,0,0,0,,,No,No,111
587,25-Jan-23,Guadalajara,1403900010435,70A,Insuficiente transporte público,La distancia a las paradas,1,Propia,"Hasta $1,500",0,0,0,,Jefe del hogar,No,No,111
588,25-Jan-23,Guadalajara,1403900011946,70A,Falta de señalamientos,La distancia a las paradas,4,Rentada,"$7,001 y $10,000",0,0,0,,Jefe del hogar,Sí,Sí,111
593,25-Jan-23,Guadalajara,1403900011946,70A,Insuficiente transporte público,El tiempo de duración de viaje,4,Rentada,No quiso responder,0,0,0,,,Sí,No,111
594,25-Jan-23,Guadalajara,1403900011946,70A,Congestionamiento,Falta de información de rutas,4,Prestada,"$10,001 y $15,000",0,0,0,,Jefe del hogar,Sí,Sí,111
596,25-Jan-23,Guadalajara,1403900011946,70A,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,3,Rentada,"$3,001 y $7,000",0,0,0,,Jefe del hogar,Sí,No,111
598,25-Jan-23,Guadalajara,1403900011927,70A,Congestionamiento,Trato del/de la chofer,5,Propia,No sabe,0,0,1,,Hijo,Sí,No,111
